Country,Admin 1,Admin 2,Market Name,Commodity,Price Type,Price Date,Collection Frequency,Price,Unit,Currency,Data Source,Trend,Pewi,ALPS Phase,Data Type,Upper (95%) CI,Lower (95%) CI,Forecast Methodology
Ethiopia,Afar,ZONE2,Abaala,Onions,Retail,15/08/2024,Monthly,120.0,KG,ETB,WFP,,,,Aggregated,,,
Ethiopia,Afar,ZONE2,Abaala,Onions,Retail,15/09/2024,Monthly,110.0,KG,ETB,WFP,,,,Aggregated,,,
Ethiopia,Afar,ZONE2,Abaala,Onions,Retail,15/10/2024,Monthly,120.0,KG,ETB,WFP,,,,Aggregated,,,
Ethiopia,Afar,ZONE2,Abaala,Onions,Retail,15/01/2025,Monthly,90.0,KG,ETB,WFP,,,,Aggregated,,,
Ethiopia,Afar,ZONE2,Abaala,Onions,Retail,15/02/2025,Monthly,60.0,KG,ETB,WFP,,,,Aggregated,,,
Ethiopia,Afar,ZONE2,Abaala,Onions,Retail,15/03/2025,Monthly,65.0,KG,ETB,WFP,,,,Aggregated,,,
Ethiopia,Afar,ZONE2,Abaala,Pasta,Retail,15/05/2024,Monthly,80.0,KG,ETB,WFP,,,,Aggregated,,,
Ethiopia,Afar,ZONE2,Abaala,Pasta,Retail,15/06/2024,Monthly,140.0,KG,ETB,WFP,,,,Aggregated,,,
Ethiopia,Afar,ZONE2,Abaala,Pasta,Retail,15/07/2024,Monthly,160.0,KG,ETB,WFP,,,,Aggregated,,,
Ethiopia,Afar,ZONE2,Abaala,Pasta,Retail,15/08/2024,Monthly,160.0,KG,ETB,WFP,,,,Aggregated,,,
Ethiopia,Afar,ZONE2,Abaala,Pasta,Retail,15/09/2024,Monthly,180.0,KG,ETB,WFP,,,,Aggregated,,,
Ethiopia,Afar,ZONE2,Abaala,Pasta,Retail,15/10/2024,Monthly,180.0,KG,ETB,WFP,,,,Aggregated,,,
Ethiopia,Afar,ZONE2,Abaala,Pasta,Retail,15/01/2025,Monthly,200.0,KG,ETB,WFP,,,,Aggregated,,,
Ethiopia,Afar,ZONE2,Abaala,Pasta,Retail,15/02/2025,Monthly,190.0,KG,ETB,WFP,,,,Aggregated,,,
Ethiopia,Afar,ZONE2,Abaala,Pasta,Retail,15/03/2025,Monthly,190.0,KG,ETB,WFP,,,,Aggregated,,,
Ethiopia,Afar,ZONE2,Abaala,Potatoes,Retail,15/05/2024,Monthly,70.0,KG,ETB,WFP,,,,Aggregated,,,
Ethiopia,Afar,ZONE2,Abaala,Potatoes,Retail,15/06/2024,Monthly,60.0,KG,ETB,WFP,,,,Aggregated,,,
Ethiopia,Afar,ZONE2,Abaala,Potatoes,Retail,15/07/2024,Monthly,80.0,KG,ETB,WFP,,,,Aggregated,,,
Ethiopia,Afar,ZONE2,Abaala,Potatoes,Retail,15/08/2024,Monthly,50.0,KG,ETB,WFP,,,,Aggregated,,,
Ethiopia,Afar,ZONE2,Abaala,Potatoes,Retail,15/09/2024,Monthly,60.0,KG,ETB,WFP,,,,Aggregated,,,
Ethiopia,Afar,ZONE2,Abaala,Potatoes,Retail,15/10/2024,Monthly,60.0,KG,ETB,WFP,,,,Aggregated,,,
Ethiopia,Afar,ZONE2,Abaala,Potatoes,Retail,15/01/2025,Monthly,50.0,KG,ETB,WFP,,,,Aggregated,,,
Ethiopia,Afar,ZONE2,Abaala,Potatoes,Retail,15/02/2025,Monthly,60.0,KG,ETB,WFP,,,,Aggregated,,,
Ethiopia,Afar,ZONE2,Abaala,Potatoes,Retail,15/03/2025,Monthly,60.0,KG,ETB,WFP,,,,Aggregated,,,
Ethiopia,Afar,ZONE2,Abaala,Rice,Retail,15/05/2024,Monthly,120.0,KG,ETB,WFP,,,,Aggregated,,,
Ethiopia,Afar,ZONE2,Abaala,Rice,Retail,15/06/2024,Monthly,100.0,KG,ETB,WFP,,,,Aggregated,,,
Ethiopia,Afar,ZONE2,Abaala,Rice,Retail,15/07/2024,Monthly,110.0,KG,ETB,WFP,,,,Aggregated,,,
Ethiopia,Afar,ZONE2,Abaala,Rice,Retail,15/08/2024,Monthly,120.0,KG,ETB,WFP,,,,Aggregated,,,
Ethiopia,Afar,ZONE2,Abaala,Rice,Retail,15/09/2024,Monthly,110.0,KG,ETB,WFP,,,,Aggregated,,,
Ethiopia,Afar,ZONE2,Abaala,Rice,Retail,15/10/2024,Monthly,110.0,KG,ETB,WFP,,,,Aggregated,,,
Ethiopia,Afar,ZONE2,Abaala,Rice,Retail,15/01/2025,Monthly,130.0,KG,ETB,WFP,,,,Aggregated,,,
Ethiopia,Afar,ZONE2,Abaala,Rice,Retail,15/02/2025,Monthly,130.0,KG,ETB,WFP,,,,Aggregated,,,
Ethiopia,Afar,ZONE2,Abaala,Rice,Retail,15/03/2025,Monthly,125.0,KG,ETB,WFP,,,,Aggregated,,,
Ethiopia,Afar,ZONE2,Abaala,Sugar,Retail,15/05/2024,Monthly,120.0,KG,ETB,WFP,,,,Aggregated,,,
Ethiopia,Afar,ZONE2,Abaala,Sugar,Retail,15/06/2024,Monthly,120.0,KG,ETB,WFP,,,,Aggregated,,,
Ethiopia,Afar,ZONE2,Abaala,Sugar,Retail,15/07/2024,Monthly,110.0,KG,ETB,WFP,,,,Aggregated,,,
Ethiopia,Afar,ZONE2,Abaala,Sugar,Retail,15/08/2024,Monthly,140.0,KG,ETB,WFP,,,,Aggregated,,,
Ethiopia,Afar,ZONE2,Abaala,Sugar,Retail,15/09/2024,Monthly,130.0,KG,ETB,WFP,,,,Aggregated,,,
Ethiopia,Afar,ZONE2,Abaala,Sugar,Retail,15/10/2024,Monthly,130.0,KG,ETB,WFP,,,,Aggregated,,,
Ethiopia,Afar,ZONE2,Abaala,Sugar,Retail,15/01/2025,Monthly,140.0,KG,ETB,WFP,,,,Aggregated,,,
Ethiopia,Afar,ZONE2,Abaala,Sugar,Retail,15/02/2025,Monthly,140.0,KG,ETB,WFP,,,,Aggregated,,,
Ethiopia,Afar,ZONE2,Abaala,Sugar,Retail,15/03/2025,Monthly,150.0,KG,ETB,WFP,,,,Aggregated,,,
Ethiopia,Afar,ZONE2,Abaala,Teff (white),Retail,15/05/2024,Monthly,12000.0,100 KG,ETB,WFP,,,,Aggregated,,,
Ethiopia,Afar,ZONE2,Abaala,Teff (white),Retail,15/06/2024,Monthly,12000.0,100 KG,ETB,WFP,,,,Aggregated,,,
Ethiopia,Afar,ZONE2,Abaala,Teff (white),Retail,15/07/2024,Monthly,13200.0,100 KG,ETB,WFP,,,,Aggregated,,,
Ethiopia,Afar,ZONE2,Abaala,Teff (white),Retail,15/08/2024,Monthly,13500.0,100 KG,ETB,WFP,,,,Aggregated,,,
Ethiopia,Afar,ZONE2,Abaala,Teff (white),Retail,15/09/2024,Monthly,13500.0,100 KG,ETB,WFP,,,,Aggregated,,,
Ethiopia,Afar,ZONE2,Abaala,Teff (white),Retail,15/10/2024,Monthly,14000.0,100 KG,ETB,WFP,,,,Aggregated,,,
Ethiopia,Afar,ZONE2,Abaala,Teff (white),Retail,15/01/2025,Monthly,14000.0,100 KG,ETB,WFP,,,,Aggregated,,,
Ethiopia,Afar,ZONE2,Abaala,Teff (white),Retail,15/02/2025,Monthly,14000.0,100 KG,ETB,WFP,,,,Aggregated,,,
Ethiopia,Afar,ZONE2,Abaala,Teff (white),Retail,15/03/2025,Monthly,15000.0,100 KG,ETB,WFP,,,,Aggregated,,,
Ethiopia,Afar,ZONE2,Abaala,Tomatoes,Retail,15/05/2024,Monthly,15.0,KG,ETB,WFP,,,,Aggregated,,,
Ethiopia,Afar,ZONE2,Abaala,Tomatoes,Retail,15/06/2024,Monthly,60.0,KG,ETB,WFP,,,,Aggregated,,,
Ethiopia,Afar,ZONE2,Abaala,Tomatoes,Retail,15/07/2024,Monthly,80.0,KG,ETB,WFP,,,,Aggregated,,,
Ethiopia,Afar,ZONE2,Abaala,Tomatoes,Retail,15/08/2024,Monthly,100.0,KG,ETB,WFP,,,,Aggregated,,,
Ethiopia,Afar,ZONE2,Abaala,Tomatoes,Retail,15/09/2024,Monthly,100.0,KG,ETB,WFP,,,,Aggregated,,,
Ethiopia,Afar,ZONE2,Abaala,Tomatoes,Retail,15/10/2024,Monthly,100.0,KG,ETB,WFP,,,,Aggregated,,,
Ethiopia,Afar,ZONE2,Abaala,Tomatoes,Retail,15/01/2025,Monthly,40.0,KG,ETB,WFP,,,,Aggregated,,,
Ethiopia,Afar,ZONE2,Abaala,Tomatoes,Retail,15/02/2025,Monthly,35.0,KG,ETB,WFP,,,,Aggregated,,,
Ethiopia,Afar,ZONE2,Abaala,Tomatoes,Retail,15/03/2025,Monthly,40.0,KG,ETB,WFP,,,,Aggregated,,,
Ethiopia,Afar,ZONE2,Abaala,Wage (casual labour),Retail,15/05/2024,Monthly,500.0,Day,ETB,WFP,,,,Aggregated,,,
Ethiopia,Afar,ZONE2,Abaala,Wage (casual labour),Retail,15/06/2024,Monthly,500.0,Day,ETB,WFP,,,,Aggregated,,,
Ethiopia,Afar,ZONE2,Abaala,Wage (casual labour),Retail,15/07/2024,Monthly,500.0,Day,ETB,WFP,,,,Aggregated,,,
Ethiopia,Afar,ZONE2,Abaala,Wage (casual labour),Retail,15/08/2024,Monthly,500.0,Day,ETB,WFP,,,,Aggregated,,,
Ethiopia,Afar,ZONE2,Abaala,Wage (casual labour),Retail,15/09/2024,Monthly,500.0,Day,ETB,WFP,,,,Aggregated,,,
Ethiopia,Afar,ZONE2,Abaala,Wage (casual labour),Retail,15/10/2024,Monthly,500.0,Day,ETB,WFP,,,,Aggregated,,,
Ethiopia,Afar,ZONE2,Abaala,Wage (casual labour),Retail,15/01/2025,Monthly,500.0,Day,ETB,WFP,,,,Aggregated,,,
Ethiopia,Afar,ZONE2,Abaala,Wage (casual labour),Retail,15/02/2025,Monthly,500.0,Day,ETB,WFP,,,,Aggregated,,,
Ethiopia,Afar,ZONE2,Abaala,Wage (casual labour),Retail,15/03/2025,Monthly,500.0,Day,ETB,WFP,,,,Aggregated,,,
Ethiopia,Afar,ZONE2,Abaala,Wheat (white),Retail,15/05/2024,Monthly,5000.0,100 KG,ETB,WFP,,,,Aggregated,,,
Ethiopia,Afar,ZONE2,Abaala,Wheat (white),Retail,15/06/2024,Monthly,5500.0,100 KG,ETB,WFP,,,,Aggregated,,,
Ethiopia,Afar,ZONE2,Abaala,Wheat (white),Retail,15/07/2024,Monthly,4800.0,100 KG,ETB,WFP,,,,Aggregated,,,
Ethiopia,Afar,ZONE2,Abaala,Wheat (white),Retail,15/08/2024,Monthly,5000.0,100 KG,ETB,WFP,,,,Aggregated,,,
Ethiopia,Afar,ZONE2,Abaala,Wheat (white),Retail,15/09/2024,Monthly,5000.0,100 KG,ETB,WFP,,,,Aggregated,,,
Ethiopia,Afar,ZONE2,Abaala,Wheat (white),Retail,15/10/2024,Monthly,5200.0,100 KG,ETB,WFP,,,,Aggregated,,,
Ethiopia,Afar,ZONE2,Abaala,Wheat (white),Retail,15/01/2025,Monthly,5600.0,100 KG,ETB,WFP,,,,Aggregated,,,
Ethiopia,Afar,ZONE2,Abaala,Wheat (white),Retail,15/02/2025,Monthly,6000.0,100 KG,ETB,WFP,,,,Aggregated,,,
Ethiopia,Afar,ZONE2,Abaala,Wheat (white),Retail,15/03/2025,Monthly,6000.0,100 KG,ETB,WFP,,,,Aggregated,,,
Ethiopia,Afar,ZONE2,Abaala,Wheat flour,Retail,15/06/2024,Monthly,8200.0,100 KG,ETB,WFP,,,,Aggregated,,,
Ethiopia,Afar,ZONE2,Abaala,Wheat flour,Retail,15/07/2024,Monthly,7200.0,100 KG,ETB,WFP,,,,Aggregated,,,
Ethiopia,Afar,ZONE2,Abaala,Wheat flour,Retail,15/08/2024,Monthly,10000.0,100 KG,ETB,WFP,,,,Aggregated,,,
Ethiopia,Afar,ZONE2,Abaala,Wheat flour,Retail,15/09/2024,Monthly,9500.0,100 KG,ETB,WFP,,,,Aggregated,,,
Ethiopia,Afar,ZONE2,Abaala,Wheat flour,Retail,15/10/2024,Monthly,10000.0,100 KG,ETB,WFP,,,,Aggregated,,,
Ethiopia,Afar,ZONE2,Abaala,Wheat flour,Retail,15/01/2025,Monthly,10000.0,100 KG,ETB,WFP,,,,Aggregated,,,
Ethiopia,Afar,ZONE2,Abaala,Wheat flour,Retail,15/02/2025,Monthly,10000.0,100 KG,ETB,WFP,,,,Aggregated,,,
Ethiopia,Afar,ZONE2,Abaala,Wheat flour,Retail,15/03/2025,Monthly,10000.0,100 KG,ETB,WFP,,,,Aggregated,,,
Ethiopia,Amhara,N. SHEWA (R3),Abomsa,Barley,Retail,15/05/2024,Monthly,4900.0,100 KG,ETB,WFP,5124.5137,-0.6399,Normal,Aggregated,,,
Ethiopia,Amhara,N. SHEWA (R3),Abomsa,Barley,Retail,15/06/2024,Monthly,4800.0,100 KG,ETB,WFP,5373.7134,-1.5909,Normal,Aggregated,,,
Ethiopia,Amhara,N. SHEWA (R3),Abomsa,Barley,Retail,15/07/2024,Monthly,5000.0,100 KG,ETB,WFP,5348.7158,-0.9644,Normal,Aggregated,,,
Ethiopia,Amhara,N. SHEWA (R3),Abomsa,Barley,Retail,15/08/2024,Monthly,5500.0,100 KG,ETB,WFP,5480.3311,0.055,Normal,Aggregated,,,
Ethiopia,Amhara,N. SHEWA (R3),Abomsa,Barley,Retail,15/09/2024,Monthly,6100.0,100 KG,ETB,WFP,5817.6187,0.7906,Stress,Aggregated,,,
Ethiopia,Amhara,N. SHEWA (R3),Abomsa,Barley,Retail,15/10/2024,Monthly,6150.0,100 KG,ETB,WFP,5722.3389,1.1867,Alert,Aggregated,,,
Ethiopia,Amhara,N. SHEWA (R3),Abomsa,Barley,Retail,15/11/2024,Monthly,6000.0,100 KG,ETB,WFP,5717.7617,0.7846,Stress,Aggregated,,,
Ethiopia,Amhara,N. SHEWA (R3),Abomsa,Barley,Retail,15/01/2025,Monthly,6500.0,100 KG,ETB,WFP,5942.8813,1.5168,Alert,Aggregated,,,
Ethiopia,Amhara,N. SHEWA (R3),Abomsa,Barley,Retail,15/02/2025,Monthly,6200.0,100 KG,ETB,WFP,6122.4438,0.2131,Normal,Aggregated,,,
Ethiopia,Amhara,N. SHEWA (R3),Abomsa,Barley,Retail,15/03/2025,Monthly,7200.0,100 KG,ETB,WFP,6419.5537,2.0375,Crisis,Aggregated,,,
Ethiopia,Amhara,N. SHEWA (R3),Abomsa,Beans (fava),Retail,15/05/2024,Monthly,7000.0,100 KG,ETB,WFP,,,,Aggregated,,,
Ethiopia,Amhara,N. SHEWA (R3),Abomsa,Beans (fava),Retail,15/06/2024,Monthly,7000.0,100 KG,ETB,WFP,,,,Aggregated,,,
Ethiopia,Amhara,N. SHEWA (R3),Abomsa,Beans (fava),Retail,15/07/2024,Monthly,7400.0,100 KG,ETB,WFP,,,,Aggregated,,,
Ethiopia,Amhara,N. SHEWA (R3),Abomsa,Beans (fava),Retail,15/08/2024,Monthly,7400.0,100 KG,ETB,WFP,,,,Aggregated,,,
Ethiopia,Amhara,N. SHEWA (R3),Abomsa,Beans (fava),Retail,15/09/2024,Monthly,8000.0,100 KG,ETB,WFP,,,,Aggregated,,,
Ethiopia,Amhara,N. SHEWA (R3),Abomsa,Beans (fava),Retail,15/10/2024,Monthly,8000.0,100 KG,ETB,WFP,,,,Aggregated,,,
Ethiopia,Amhara,N. SHEWA (R3),Abomsa,Livestock (Goat),Retail,15/05/2024,Monthly,4400.0,Head,ETB,WFP,4352.1958,0.1173,Normal,Aggregated,,,
Ethiopia,Amhara,N. SHEWA (R3),Abomsa,Livestock (Goat),Retail,15/06/2024,Monthly,4500.0,Head,ETB,WFP,4493.0239,0.0173,Normal,Aggregated,,,
Ethiopia,Amhara,N. SHEWA (R3),Abomsa,Livestock (Goat),Retail,15/07/2024,Monthly,4700.0,Head,ETB,WFP,4356.624,0.8517,Stress,Aggregated,,,
Ethiopia,Amhara,N. SHEWA (R3),Abomsa,Livestock (Goat),Retail,15/08/2024,Monthly,5000.0,Head,ETB,WFP,4786.0283,0.534,Stress,Aggregated,,,
Ethiopia,Amhara,N. SHEWA (R3),Abomsa,Livestock (Goat),Retail,15/09/2024,Monthly,5400.0,Head,ETB,WFP,4534.3574,2.0563,Crisis,Aggregated,,,
Ethiopia,Amhara,N. SHEWA (R3),Abomsa,Livestock (Goat),Retail,15/10/2024,Monthly,5200.0,Head,ETB,WFP,4474.8677,1.6753,Alert,Aggregated,,,
Ethiopia,Amhara,N. SHEWA (R3),Abomsa,Livestock (Goat),Retail,15/11/2024,Monthly,5200.0,Head,ETB,WFP,4587.2866,1.3938,Alert,Aggregated,,,
Ethiopia,Amhara,N. SHEWA (R3),Abomsa,Livestock (Goat),Retail,15/01/2025,Monthly,7500.0,Head,ETB,WFP,5705.7769,3.4465,Crisis,Aggregated,,,
Ethiopia,Amhara,N. SHEWA (R3),Abomsa,Livestock (Goat),Retail,15/02/2025,Monthly,7000.0,Head,ETB,WFP,5525.3389,2.6162,Crisis,Aggregated,,,
Ethiopia,Amhara,N. SHEWA (R3),Abomsa,Livestock (Goat),Retail,15/03/2025,Monthly,7500.0,Head,ETB,WFP,6029.6133,2.4177,Crisis,Aggregated,,,
Ethiopia,Amhara,N. SHEWA (R3),Abomsa,Livestock (Sheep),Retail,15/05/2024,Monthly,4200.0,Head,ETB,WFP,4041.2607,0.3853,Stress,Aggregated,,,
Ethiopia,Amhara,N. SHEWA (R3),Abomsa,Livestock (Sheep),Retail,15/06/2024,Monthly,4300.0,Head,ETB,WFP,4113.8203,0.4555,Stress,Aggregated,,,
Ethiopia,Amhara,N. SHEWA (R3),Abomsa,Livestock (Sheep),Retail,15/07/2024,Monthly,4300.0,Head,ETB,WFP,4144.5532,0.3836,Stress,Aggregated,,,
Ethiopia,Amhara,N. SHEWA (R3),Abomsa,Livestock (Sheep),Retail,15/08/2024,Monthly,4400.0,Head,ETB,WFP,4093.1287,0.7586,Stress,Aggregated,,,
Ethiopia,Amhara,N. SHEWA (R3),Abomsa,Livestock (Sheep),Retail,15/09/2024,Monthly,4900.0,Head,ETB,WFP,4266.0,1.5324,Alert,Aggregated,,,
Ethiopia,Amhara,N. SHEWA (R3),Abomsa,Livestock (Sheep),Retail,15/10/2024,Monthly,4800.0,Head,ETB,WFP,4218.6016,1.3832,Alert,Aggregated,,,
Ethiopia,Amhara,N. SHEWA (R3),Abomsa,Livestock (Sheep),Retail,15/11/2024,Monthly,4900.0,Head,ETB,WFP,4366.9077,1.2546,Alert,Aggregated,,,
Ethiopia,Amhara,N. SHEWA (R3),Abomsa,Livestock (Sheep),Retail,15/01/2025,Monthly,6000.0,Head,ETB,WFP,5068.333,2.0861,Crisis,Aggregated,,,
